Unmissing;Minka Kent;4,01;252;63588;4184;2022-02-15;2022;Thriller
Haven;Emma Donoghue;3,42;272;9855;1854;2022-08-23;2022;Historical Fiction
Tell Me the Truth;Kiersten Modglin;3,78;216;7030;665;2022-02-27;2022;Thriller
Such Sharp Teeth;Rachel  Harrison;3,85;336;17149;3470;2022-10-04;2022;Horror
Crowbones;Anne Bishop;4,39;353;8029;975;2022-03-08;2022;Fantasy
Cult Classic;Sloane Crosley;3,3;304;19725;3275;2022-06-07;2022;Fiction
Or Else;Joe Hart;3,99;253;16031;772;2022-04-01;2022;Thriller
The English Understand Wool;Helen DeWitt;4,11;69;7809;1281;2022-08-16;2022;Fiction
Lightning in a Mirror;Jayne Ann Krentz;4,25;320;5497;445;2022-01-18;2022;Romance
Glow;Raven Kennedy;4,16;705;74771;6677;2022-06-18;2022;Romance
Muscles & Monsters;Ashley Bennett;3,77;182;12593;2180;2022-05-27;2022;Romance
One Step Too Far;Lisa Gardner;4,24;416;47741;4034;2022-01-18;2022;Mystery
Other People's Clothes;Calla Henkel;3,7;320;13433;1811;2022-02-01;2022;Fiction
All My Rage;Sabaa Tahir;4,5;376;50979;8858;2022-03-01;2022;Young Adult
Girl, Forgotten;Karin Slaughter;4,02;400;96511;6575;2022-06-23;2022;Thriller
A Ballad of Love and Glory;Reyna Grande;3,82;384;1983;427;2022-03-15;2022;Historical Fiction
The Lost Girls of Willowbrook;Ellen Marie Wiseman;3,93;355;40069;4191;2022-08-30;2022;Historical Fiction
Nothing More to Tell;Karen M. McManus;3,91;358;53903;6140;2022-08-30;2022;Mystery
Stella Maris;Cormac McCarthy;3,87;190;18355;2607;2022-12-06;2022;Fiction
The Roughest Draft;Emily Wibberley;3,58;317;52934;8448;2022-01-25;2022;Romance
Homicide and Halo-Halo;Mia P. Manansala;3,67;279;17873;2186;2022-02-08;2022;Mystery
The Seven Moons of Maali Almeida;Shehan Karunatilaka;3,92;386;44225;5867;2022-08-04;2022;Fiction
Lessons;Ian McEwan;4;448;25897;3390;2022-09-13;2022;Fiction
If You Ask Me;Libby Hubscher;3,53;368;6527;937;2022-03-08;2022;Romance
Serendipity: Ten Romantic Tropes, Transformed;Marissa Meyer;3,24;320;4138;934;2022-01-04;2022;Romance
More Than You'll Ever Know;Katie Gutierrez;3,73;435;22479;2643;2022-06-07;2022;Mystery
Lost and Found in Paris;Lian Dolan;3,72;310;5253;704;2022-04-05;2022;Fiction
Lockdown on London Lane;Beth Reekles;3,43;304;5248;1014;2022-02-01;2022;Romance
I Fell in Love With Hope;Lancali;3,89;402;24335;4868;2022-08-01;2022;Romance
Take My Hand;Dolen Perkins-Valdez;4,37;359;84329;9189;2022-04-12;2022;Historical Fiction
Be the Serpent;Seanan McGuire;4,46;384;4522;433;2022-08-30;2022;Urban Fantasy
Our Last Days in Barcelona;Chanel Cleeton;4,12;336;12697;1111;2022-05-24;2022;Historical Fiction
Just Like Mother;Anne Heltzel;3,7;320;12316;2694;2022-05-17;2022;Horror
See You Yesterday;Rachel Lynn Solomon;3,89;419;25717;4691;2022-05-17;2022;Romance
